timestamp,open,high,low,close,volume
2026-05-14 09:00:00,415.17,415.17,414.9,414.9,3269
2026-05-14 09:01:00,414.96,415.3,414.7848,415.3,745
2026-05-14 09:02:00,415.45,415.6,415.11,415.6,888
2026-05-14 09:03:00,415.01,415.49,415.01,415.49,691
2026-05-14 09:04:00,415.18,415.18,415.1,415.1,170
2026-05-14 09:05:00,415.28,415.4079,415.19,415.4079,253
2026-05-14 09:06:00,414,414,414,414,40
2026-05-14 09:07:00,414.805,415,414.6,414.6,762
2026-05-14 09:08:00,414.81,414.81,414.6287,414.81,355
2026-05-14 09:09:00,414.9,415,414.56,414.6,1236
2026-05-14 09:10:00,414.56,414.56,413.86,413.86,4928
2026-05-14 09:11:00,413.98,414,413.79,413.87,2235
2026-05-14 09:12:00,413.5,413.86,413.38,413.86,662
2026-05-14 09:13:00,413.75,413.75,413.56,413.56,138
2026-05-14 09:14:00,413.55,413.85,413.55,413.85,295
2026-05-14 09:15:00,413.98,414.16,413.86,413.86,169
2026-05-14 09:16:00,414,414.25,414,414.14,428
2026-05-14 09:17:00,414.34,414.48,414,414.18,1757
2026-05-14 09:18:00,413.949,414,413.949,414,2051
2026-05-14 09:19:00,414,414.46,414,414.28,718
2026-05-14 09:20:00,414.12,414.48,414.12,414.3,689
2026-05-14 09:21:00,414.46,414.97,414.11,414.8843,1545
2026-05-14 09:22:00,414.5724,414.93,414.56,414.93,569
2026-05-14 09:23:00,414.72,414.73,414.46,414.6264,489
2026-05-14 09:24:00,414.66,414.66,414.5,414.5,155
2026-05-14 09:25:00,415.39,416.24,415.39,415.82,2908
2026-05-14 09:26:00,416,416.79,416,416.7831,2201
2026-05-14 09:27:00,416.72,416.72,416.11,416.57,1813
2026-05-14 09:28:00,416.88,417,416.32,416.93,3458
2026-05-14 09:29:00,416.97,416.97,416.64,416.72,2067
2026-05-14 09:30:00,416.73,419.055,415.59,418.7425,325554
2026-05-14 09:31:00,418.755,421.74,418.43,421.66,91277
2026-05-14 09:32:00,421.7395,423.24,421.66,422.75,77557
2026-05-14 09:33:00,422.88,427.16,422.88,426.74,150833
2026-05-14 09:34:00,426.79,429.66,426.2,429.62,135218
2026-05-14 09:35:00,429.66,430.9812,428.96,430.92,174165
2026-05-14 09:36:00,430.92,432.21,430.56,430.58,153664
2026-05-14 09:37:00,430.57,432.85,430.54,432.51,127545
2026-05-14 09:38:00,432.6499,432.86,431.6,431.915,76852
2026-05-14 09:39:00,432,433.3,431.64,432.2,131844
2026-05-14 09:40:00,432.0955,433.64,432.01,432.38,108980
2026-05-14 09:41:00,432.508,432.971,431.7301,432.61,71645
2026-05-14 09:42:00,432.46,434.66,432.03,433.09,120851
2026-05-14 09:43:00,433.09,433.67,431.6,431.97,60479
2026-05-14 09:44:00,431.98,432.51,430.1801,430.2113,86946
2026-05-14 09:45:00,430.48,432.3,430.3701,431.72,86588
2026-05-14 09:46:00,431.655,431.98,430.38,430.6,61375
2026-05-14 09:47:00,430.6,430.88,429.23,429.74,48446
2026-05-14 09:48:00,429.68,429.68,427.0601,427.395,55374
2026-05-14 09:49:00,427.48,428.88,427.39,428.515,43717
2026-05-14 09:50:00,428.55,429.94,428.2,429.05,66163
2026-05-14 09:51:00,429.13,429.31,428.4901,428.5,39358
2026-05-14 09:52:00,428.535,429.6,427.69,429.4297,49880
2026-05-14 09:53:00,429.51,429.6399,427.975,428.5,35566
2026-05-14 09:54:00,428.305,429.3,427.72,428.16,63901
2026-05-14 09:55:00,428.01,428.42,427.06,427.595,86100
2026-05-14 09:56:00,427.73,429.5,427.63,429.01,40996
2026-05-14 09:57:00,429.08,429.43,428,428.42,58463
2026-05-14 09:58:00,428.31,429.29,428.31,428.675,57763
2026-05-14 09:59:00,428.635,428.89,426.66,427.26,62862
2026-05-14 10:00:00,427.26,430.5,427.04,430.22,74463
2026-05-14 10:01:00,430.28,430.61,429.9201,430.315,36814
2026-05-14 10:02:00,430.25,430.78,429.39,430.7199,48996
2026-05-14 10:03:00,430.61,430.64,429.5101,430.1199,28566
2026-05-14 10:04:00,430.0111,430.12,429.0501,429.3964,24031
2026-05-14 10:05:00,429.54,429.72,428.3147,428.94,51171
2026-05-14 10:06:00,428.81,429.19,428.495,429.19,14453
2026-05-14 10:07:00,429.175,429.75,428,428.18,28477
2026-05-14 10:08:00,428.165,428.3899,427.16,428.15,56515
2026-05-14 10:09:00,428.31,428.7799,428.12,428.44,23065
2026-05-14 10:10:00,428.53,429.39,428.4,429.175,29912
2026-05-14 10:11:00,429.11,429.64,428.81,429.64,33953
2026-05-14 10:12:00,429.64,430,429.16,429.6698,25789
2026-05-14 10:13:00,429.67,430.7199,429.55,430.5,33466
2026-05-14 10:14:00,430.66,431.7,430.45,430.46,63557
2026-05-14 10:15:00,430.45,431.6,430.35,431.28,26182
2026-05-14 10:16:00,431.275,431.88,431,431.7375,42804
2026-05-14 10:17:00,431.69,432.48,431.129,432.4196,75249
2026-05-14 10:18:00,432.42,432.95,432.1,432.93,46799
2026-05-14 10:19:00,432.99,433.48,432.63,433.26,78639
2026-05-14 10:20:00,433.2,434.5,433.115,433.99,90124
2026-05-14 10:21:00,434.11,434.2999,433.56,433.68,44373
2026-05-14 10:22:00,433.77,435.27,433.01,434.625,162998
2026-05-14 10:23:00,434.625,435.35,434.41,435.19,48904
2026-05-14 10:24:00,435.155,435.65,434.1653,435.65,64322
2026-05-14 10:25:00,435.69,436.09,435,435.125,69804
2026-05-14 10:26:00,435.13,435.82,434.84,435.233,52309
2026-05-14 10:27:00,435.34,435.35,434.63,434.995,32217
2026-05-14 10:28:00,434.995,435.56,434.355,434.84,25562
2026-05-14 10:29:00,434.8225,435.335,433.82,435.0399,51234
2026-05-14 10:30:00,435.115,435.115,434.03,434.03,24435
2026-05-14 10:31:00,434.135,434.72,433.53,433.76,44733
2026-05-14 10:32:00,433.69,434.5,433.5,434.5,94199
2026-05-14 10:33:00,434.535,434.71,433.725,433.85,42576
2026-05-14 10:34:00,433.8001,434.95,433.66,434.82,28134
2026-05-14 10:35:00,434.7828,435,434.5901,434.815,46493
2026-05-14 10:36:00,434.7899,435.04,434.52,434.7,22239
2026-05-14 10:37:00,434.68,435.88,434.55,435.87,43390
2026-05-14 10:38:00,435.88,437.43,435.7505,437.2342,87601
2026-05-14 10:39:00,437.24,437.555,436.91,437.33,66902
2026-05-14 10:40:00,437.266,437.2699,436.33,437.05,40224
2026-05-14 10:41:00,437.06,437.06,436.58,436.835,41044
2026-05-14 10:42:00,436.835,437.28,436.6,436.72,41135
2026-05-14 10:43:00,436.72,437.4,436.54,436.775,30114
2026-05-14 10:44:00,436.78,437.1199,435.72,435.925,35212
2026-05-14 10:45:00,435.93,436.71,435.87,436.6403,53236
2026-05-14 10:46:00,436.6,436.82,436.41,436.69,19412
2026-05-14 10:47:00,436.69,437,436.3501,436.685,45378
2026-05-14 10:48:00,436.63,437.005,436.33,436.465,26392
2026-05-14 10:49:00,436.56,436.9699,436.2953,436.81,26839
2026-05-14 10:50:00,436.82,436.9599,436.27,436.55,27603
2026-05-14 10:51:00,436.56,436.77,436.08,436.19,30232
2026-05-14 10:52:00,436.2063,436.425,435.57,435.9,25110
2026-05-14 10:53:00,435.74,435.99,435.51,435.6,30025
2026-05-14 10:54:00,435.51,435.69,435.01,435.5357,23833
2026-05-14 10:55:00,435.6,435.8999,435.28,435.425,26462
2026-05-14 10:56:00,435.35,435.4,434.7801,435.12,30856
2026-05-14 10:57:00,435.11,435.37,434.9,435.04,22097
2026-05-14 10:58:00,435.085,435.24,434.6,434.6,20468
2026-05-14 10:59:00,434.6,434.74,433.5,434.62,43667
2026-05-14 11:00:00,434.63,435.0953,434.4,434.8,24189
2026-05-14 11:01:00,434.82,435.1599,434.2,434.52,29164
2026-05-14 11:02:00,434.53,435.24,434.33,434.36,26665
2026-05-14 11:03:00,434.26,434.7799,434.2,434.37,16871
2026-05-14 11:04:00,434.41,434.48,433.67,433.68,31200
2026-05-14 11:05:00,433.67,434.82,433.54,434.695,51448
2026-05-14 11:06:00,434.695,435.7899,434.68,435.715,36467
2026-05-14 11:07:00,435.7999,436.32,435.7,436.185,29646
2026-05-14 11:08:00,436.19,436.32,435.8,436.215,31075
2026-05-14 11:09:00,436.215,436.5,436.08,436.285,19311
2026-05-14 11:10:00,436.285,436.72,436.06,436.7,23504
2026-05-14 11:11:00,436.68,436.9799,436.32,436.555,28794
2026-05-14 11:12:00,436.555,436.555,435.87,436.1285,16202
2026-05-14 11:13:00,435.9775,436.105,435.54,435.88,31588
2026-05-14 11:14:00,435.8801,436.27,435.7632,436.205,21377
2026-05-14 11:15:00,436.2,436.5,436.07,436.5,17845
2026-05-14 11:16:00,436.51,436.9,436.2901,436.6,40429
2026-05-14 11:17:00,436.6214,437.48,436.6,437,51677
2026-05-14 11:18:00,437.06,437.4799,436.82,437.395,21632
2026-05-14 11:19:00,437.39,437.95,437.09,437.85,70506
2026-05-14 11:20:00,437.77,438.58,437.41,438.41,82390
2026-05-14 11:21:00,438.38,438.79,438.03,438.616,51574
2026-05-14 11:22:00,438.58,438.7,438.21,438.235,33552
2026-05-14 11:23:00,438.26,438.34,437.5,438.0225,48854
2026-05-14 11:24:00,438.025,438.4178,438.025,438.275,22270
2026-05-14 11:25:00,438.2001,438.99,438.2001,438.98,55807
2026-05-14 11:26:00,438.96,439.27,438.56,438.71,60343
2026-05-14 11:27:00,438.71,439.15,438.56,438.57,46687
2026-05-14 11:28:00,438.72,439.09,438.59,438.9056,35337
2026-05-14 11:29:00,438.97,439.14,438.7,438.78,32904
2026-05-14 11:30:00,438.79,439.75,438.7001,439.39,72101
2026-05-14 11:31:00,439.405,439.7,438.6,438.695,44245
2026-05-14 11:32:00,438.695,438.82,438,438.06,44185
2026-05-14 11:33:00,438.095,438.44,437.76,438.19,30199
2026-05-14 11:34:00,438.22,438.3,437.5101,437.735,19504
2026-05-14 11:35:00,437.61,438.19,437.41,437.98,53741
2026-05-14 11:36:00,437.925,438.13,437.76,437.85,19542
2026-05-14 11:37:00,437.85,438.1,437.73,437.91,16733
2026-05-14 11:38:00,437.88,438.36,437.76,438.175,27774
2026-05-14 11:39:00,438.215,438.61,437.96,438.47,19231
2026-05-14 11:40:00,438.47,439.045,438.18,438.225,47662
2026-05-14 11:41:00,438.28,438.49,437.71,437.8,73715
2026-05-14 11:42:00,437.8,438,437.61,437.765,46407
2026-05-14 11:43:00,437.76,437.77,437.1202,437.1202,36991
2026-05-14 11:44:00,437.12,437.43,437.02,437.256,32100
2026-05-14 11:45:00,437.205,437.4299,436.85,436.85,19045
2026-05-14 11:46:00,436.85,437.12,436.5001,436.57,19273
2026-05-14 11:47:00,436.57,436.57,435.676,435.695,42496
2026-05-14 11:48:00,435.69,436.15,435.53,435.985,21167
2026-05-14 11:49:00,435.985,436.46,435.82,436.38,14947
2026-05-14 11:50:00,436.38,436.6458,436.0042,436.195,38059
2026-05-14 11:51:00,436.2,436.37,435.77,435.77,21519
2026-05-14 11:52:00,435.69,435.74,435.24,435.435,24498
2026-05-14 11:53:00,435.435,435.95,435.435,435.76,13048
2026-05-14 11:54:00,435.73,435.9625,435.69,435.79,11811
2026-05-14 11:55:00,435.7,435.94,435.5521,435.6269,14994
2026-05-14 11:56:00,435.66,436.43,435.64,436.23,28903
2026-05-14 11:57:00,436.29,437.18,436.2495,437.04,44366
2026-05-14 11:58:00,437.04,437.045,436.31,436.524,29981
2026-05-14 11:59:00,436.51,436.53,435.8,436.075,28069
2026-05-14 12:00:00,436.075,436.24,435.9301,436.1425,13576
2026-05-14 12:01:00,436.095,436.46,436.09,436.385,11419
2026-05-14 12:02:00,436.38,436.45,436.0201,436.085,24989
2026-05-14 12:03:00,436.129,436.129,435.5001,435.78,19793
2026-05-14 12:04:00,435.76,436.09,435.76,436.01,7507
2026-05-14 12:05:00,436.01,436.4,435.81,436.04,12871
2026-05-14 12:06:00,436.04,436.08,435.29,435.89,11867
2026-05-14 12:07:00,435.92,436.18,435.621,435.94,14981
2026-05-14 12:08:00,435.89,436.23,435.84,435.9617,21041
2026-05-14 12:09:00,435.975,435.975,435.53,435.71,19605
2026-05-14 12:10:00,435.715,435.98,435.58,435.685,14697
2026-05-14 12:11:00,435.68,435.9306,435.625,435.7746,14864
2026-05-14 12:12:00,435.77,435.82,435.25,435.32,12237
2026-05-14 12:13:00,435.315,435.43,434.61,434.87,27471
2026-05-14 12:14:00,434.85,434.9,434.2,434.29,21681
2026-05-14 12:15:00,434.275,434.535,434.14,434.3481,16171
2026-05-14 12:16:00,434.29,434.3499,433.815,433.88,12608
2026-05-14 12:17:00,433.93,434.2099,433.86,434.0001,12016
2026-05-14 12:18:00,434.0001,434.11,433.64,433.92,13822
2026-05-14 12:19:00,433.93,434.01,433.25,433.325,21135
2026-05-14 12:20:00,433.25,433.57,433.2,433.57,21093
2026-05-14 12:21:00,433.555,434.0899,433.48,433.755,18832
2026-05-14 12:22:00,433.8383,434.0599,433.55,433.68,17051
2026-05-14 12:23:00,433.66,433.79,433.38,433.44,11651
2026-05-14 12:24:00,433.48,433.68,433.35,433.62,11155
2026-05-14 12:25:00,433.5115,433.93,433.5115,433.91,10853
2026-05-14 12:26:00,433.91,433.91,433.25,433.28,20947
2026-05-14 12:27:00,433.28,433.6099,433.21,433.415,12135
2026-05-14 12:28:00,433.49,433.49,433.03,433.09,12438
2026-05-14 12:29:00,433.16,433.28,432.85,433.1261,16677
2026-05-14 12:30:00,433.05,433.6,432.95,433.543,17723
2026-05-14 12:31:00,433.4175,433.75,433.16,433.4,18272
2026-05-14 12:32:00,433.3817,433.525,433.2501,433.31,15758
2026-05-14 12:33:00,433.25,433.28,432.75,432.795,11846
2026-05-14 12:34:00,432.75,433.14,432.58,432.735,16779
2026-05-14 12:35:00,432.735,432.87,432.32,432.5,23198
2026-05-14 12:36:00,432.34,432.47,432.1,432.235,21081
2026-05-14 12:37:00,432.24,432.41,432.02,432.075,18558
2026-05-14 12:38:00,432.07,432.29,432.02,432.29,20699
2026-05-14 12:39:00,432.28,432.61,432.2,432.47,18559
2026-05-14 12:40:00,432.48,432.6999,432.24,432.6999,21611
2026-05-14 12:41:00,432.57,432.91,432.365,432.89,15874
2026-05-14 12:42:00,432.89,432.9399,432.53,432.77,8553
2026-05-14 12:43:00,432.77,432.98,432.61,432.9799,10541
2026-05-14 12:44:00,432.965,432.965,432.23,432.23,34525
2026-05-14 12:45:00,432.13,432.61,431.8,432.27,20116
2026-05-14 12:46:00,432.08,432.5,431.84,432.5,23635
2026-05-14 12:47:00,432.425,433.09,432.425,433.09,15028
2026-05-14 12:48:00,433.0899,433.34,432.95,433.29,12425
2026-05-14 12:49:00,433.289,433.39,433.03,433.065,11213
2026-05-14 12:50:00,433.03,433.1,432.7001,432.81,8087
2026-05-14 12:51:00,432.81,432.945,432.54,432.8497,9424
2026-05-14 12:52:00,432.85,433.35,432.77,433.19,16039
2026-05-14 12:53:00,433.16,433.2999,432.8,432.905,17590
2026-05-14 12:54:00,432.885,433.4,432.81,433.33,10057
2026-05-14 12:55:00,433.29,433.43,432.9711,433.19,9920
2026-05-14 12:56:00,433.155,433.155,432.285,432.81,11926
2026-05-14 12:57:00,432.73,432.98,432.36,432.79,11985
2026-05-14 12:58:00,432.79,432.97,432.62,432.86,5094
2026-05-14 12:59:00,432.86,433.09,432.86,432.945,4994
2026-05-14 13:00:00,433.13,433.5,433.055,433.2,13579
2026-05-14 13:01:00,433.2543,433.73,433.13,433.55,9371
2026-05-14 13:02:00,433.55,433.61,433.4,433.45,8637
2026-05-14 13:03:00,433.45,433.62,433.2618,433.3,13556
2026-05-14 13:04:00,433.425,433.62,433.29,433.48,5221
2026-05-14 13:05:00,433.45,433.46,433,433.15,13257
2026-05-14 13:06:00,433.215,433.2699,432.85,433.13,9731
2026-05-14 13:07:00,433.07,433.25,432.86,433.1873,6385
2026-05-14 13:08:00,433.3,433.31,432.7101,433.21,15073
2026-05-14 13:09:00,433.115,433.33,432.965,433.29,14833
2026-05-14 13:10:00,433.24,433.74,433.01,433.5389,9765
2026-05-14 13:11:00,433.75,433.75,433.5338,433.63,9845
2026-05-14 13:12:00,433.58,433.6499,433.17,433.17,8913
2026-05-14 13:13:00,433.25,433.25,432.9175,432.9175,18405
2026-05-14 13:14:00,432.925,432.93,431.8365,432.005,24433
2026-05-14 13:15:00,432.005,432.66,431.87,432.105,13160
2026-05-14 13:16:00,432.025,432.195,431.21,431.53,17803
2026-05-14 13:17:00,431.485,431.9899,431.28,431.8851,14861
2026-05-14 13:18:00,431.885,431.99,431.66,431.71,16612
2026-05-14 13:19:00,431.715,431.89,431.38,431.52,19479
2026-05-14 13:20:00,431.575,432.26,431.52,432.1896,21093
2026-05-14 13:21:00,432.175,432.67,431.66,431.91,12039
